Brand,price_per_km,availability_status,Range,efficiency,weight,speed,Fast_charge,distance,cargo_vol,Battery,german_price,netherland_price,uk_price,towing,driver_type,No.of_Seats,Heat_Pump,Towbar,Rating,Bidirectional,Load,Home,Grid
MG,127,Available,275,171,1710,8.0,80,309,453,47.1,37990,33850,28745,750,Rear Wheel,5,0,1,5.0,1,1,1,1
Volkswagen,146,Discontinued,285,182,1966,10.9,70,301,543,52.0,36950,42940,38845,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Zeekr,121,Discontinued,360,181,1930,5.6,112,399,383,65.0,55400,43490,49825,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,146,Discontinued,385,173,2110,8.9,100,397,495,66.5,52550,59917,49825,0,Front Wheel,7,1,0,5.0,0,1,1,1
Kia,122,Discontinued,370,173,1757,7.9,64,343,315,64.0,47450,42695,39075,0,Front Wheel,5,1,1,5.0,0,1,1,1
Peugeot,109,Available,345,161,1749,9.3,75,358,361,55.4,42435,36950,29495,0,Front Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,128,Discontinued,275,164,1781,8.9,72,300,385,45.0,55400,37990,28135,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Skoda,122,Discontinued,440,175,2213,6.6,120,485,585,77.0,51150,54990,48605,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,215,Discontinued,435,208,2560,6.6,141,468,520,90.6,89548,99089,79940,1800,All Wheel,5,1,1,5.0,0,1,1,1
Lotus,204,Available,520,190,2555,4.2,328,693,543,98.9,107990,111995,84990,2250,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,144,Discontinued,340,194,2040,7.3,116,367,441,66.0,47500,45995,46505,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Maserati,301,Discontinued,415,238,2555,4.1,110,413,535,98.6,124301,124600,109905,1800,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,391,Available,525,185,2370,2.4,267,674,450,97.0,209900,218900,162200,0,All Wheel,5,1,0,5.0,0,1,1,1
Kia,106,Discontinued,375,171,1812,7.8,64,349,451,64.0,39090,42510,32995,0,Front Wheel,5,0,0,4.0,0,1,1,1
MG,103,Discontinued,290,168,1607,7.7,60,290,464,48.8,55400,54990,26095,0,Front Wheel,5,0,0,5.0,0,1,1,1
Lancia,114,Discontinued,310,155,1561,8.2,76,332,309,48.1,55400,35400,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Zeekr,121,Available,360,181,1930,5.6,112,399,383,65.0,43450,43490,49825,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Porsche,238,Discontinued,420,199,2320,5.1,216,531,530,83.7,98514,104000,84500,0,All Wheel,5,1,0,5.0,0,1,1,1
Hyundai,143,Discontinued,365,192,2095,5.2,185,452,555,70.0,49900,54500,45145,1600,All Wheel,5,1,1,5.0,1,1,1,1
SEAT,116,Discontinued,205,158,1235,12.3,30,188,251,32.3,24650,23400,20300,0,Front Wheel,4,0,0,3.0,0,1,1,1
Volkswagen,108,Available,465,170,1993,5.6,135,526,385,79.0,48725,47990,46325,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Zeekr,145,Available,380,189,2395,6.0,240,492,605,72.0,55950,53990,49825,2000,Rear Wheel,5,1,1,5.0,1,1,1,1
Lucid,151,Available,580,152,2145,4.7,150,668,910,88.0,85900,88900,49825,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Tesla,240,Discontinued,350,190,2156,5.4,95,369,895,66.5,83500,84800,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Tesla,374,Discontinued,420,226,2572,3.1,100,413,510,95.0,156900,160220,134150,2250,All Wheel,7,0,1,5.0,0,1,1,1
Mercedes,144,Discontinued,515,173,2385,7.3,120,556,430,89.0,66402,71138,74345,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Audi,214,Available,470,202,2425,4.3,186,550,578,94.9,93800,101400,92950,2400,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,124,Available,350,167,1879,7.2,80,372,471,58.3,44600,44780,35560,0,Front Wheel,5,1,0,5.0,0,1,1,1
Polestar,139,Discontinued,450,176,2180,4.2,110,501,446,79.0,58775,61700,57950,1500,All Wheel,5,1,1,5.0,0,1,1,1
Abarth,158,Available,225,166,1410,7.0,67,247,185,37.3,37990,36490,27995,0,Front Wheel,4,0,0,5.0,0,1,1,1
Mercedes,294,Discontinued,585,202,2700,3.4,160,619,620,118.0,155009,174492,161860,1700,All Wheel,5,1,1,5.0,0,1,1,1
BMW,122,Available,400,163,1940,8.3,95,429,490,65.2,49400,46405,43555,750,Front Wheel,5,1,1,5.0,0,1,1,1
Tesla,199,Discontinued,480,204,2505,4.6,125,529,510,98.0,90990,95005,87980,2250,All Wheel,7,0,1,5.0,0,1,1,1
Mercedes,175,Discontinued,540,168,2390,6.6,141,601,610,90.6,97806,91303,49825,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Volvo,178,Available,535,191,2610,4.0,200,642,468,102.0,94490,91495,87350,2000,All Wheel,5,1,1,5.0,0,1,1,1
Smart,120,Available,465,206,2420,4.9,230,574,677,96.0,55400,57940,47300,1600,All Wheel,5,1,1,5.0,1,1,1,1
Skoda,125,Available,460,172,2236,5.4,135,520,585,79.0,58600,53490,51960,1800,All Wheel,5,1,1,5.0,1,1,1,1
Smart,215,Discontinued,100,167,1085,11.5,0,71,260,16.7,21940,23669,16420,0,Rear Wheel,2,0,0,4.0,0,1,1,1
Renault,118,Discontinued,255,161,1502,11.4,40,232,338,41.0,29990,54990,49825,0,Front Wheel,5,0,0,0.0,0,1,1,1
Tesla,292,Discontinued,415,206,2262,3.3,90,408,895,85.5,120300,122400,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
BYD,113,Discontinued,265,169,1650,12.3,50,251,345,44.9,55400,29990,26195,0,Front Wheel,5,1,0,5.0,0,1,1,1
BMW,171,Discontinued,455,178,2255,6.1,136,522,570,81.2,72200,80665,69945,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Smart,132,Available,335,185,1875,6.7,90,357,338,62.0,44990,42500,39660,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,441,Available,490,241,3075,4.4,160,507,440,118.0,200634,216780,200870,1800,All Wheel,4,1,1,5.0,0,1,1,1
Mercedes,212,Available,640,184,2655,4.9,160,682,620,118.0,125378,146057,49825,1700,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,104,Discontinued,350,166,1805,7.3,82,375,385,58.0,36495,38390,29740,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Kia,166,Available,230,209,2065,12.8,75,257,1330,48.0,38290,39995,31495,1500,Front Wheel,5,1,1,5.0,1,1,1,1
Audi,138,Discontinued,425,180,2120,8.5,125,453,535,76.6,53900,61465,52130,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Aiways,138,Discontinued,350,171,1790,7.0,78,349,472,60.0,47588,48975,49825,1000,Front Wheel,5,1,0,5.0,0,1,1,1
Audi,187,Available,555,171,2400,3.9,186,663,529,94.9,99500,99990,97540,2100,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,276,Discontinued,310,290,2635,12.1,96,285,1030,90.0,71626,83617,87995,0,Front Wheel,7,1,0,5.0,0,1,1,1
XPENG,130,Available,460,180,2215,4.1,138,521,440,82.7,58600,61188,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
BMW,132,Discontinued,490,166,2260,5.1,130,556,470,81.3,63000,65899,49825,1600,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,117,Available,435,177,2231,6.6,120,477,543,77.0,49020,49990,46120,1200,All Wheel,5,1,1,5.0,1,1,1,1
XPENG,150,Discontinued,395,192,2285,6.4,170,478,731,75.8,59600,59188,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,157,Discontinued,515,173,2405,6.4,120,556,430,89.0,70995,83238,77345,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Tesla,287,Discontinued,395,216,2464,5.0,90,387,510,85.5,113300,113285,49825,1000,All Wheel,7,0,0,5.0,0,1,1,1
Mercedes,201,Discontinued,370,216,2495,5.1,100,366,500,80.0,69484,77935,65720,1800,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,133,Discontinued,305,158,1530,8.2,76,329,265,48.1,41850,39870,34955,0,Front Wheel,5,1,0,4.0,0,1,1,1
Citroen,252,Discontinued,85,171,1140,15.9,30,101,166,14.5,21800,22360,17520,0,Rear Wheel,4,0,0,4.0,0,1,1,1
NIO,149,Discontinued,410,179,2215,4.0,110,447,386,73.5,59500,62700,49825,1400,All Wheel,5,1,1,5.0,0,1,1,1
Opel,132,Discontinued,310,164,1760,9.3,79,336,516,50.8,43490,38999,34705,0,Front Wheel,5,1,1,5.0,0,1,1,1
Skoda,133,Discontinued,335,173,1992,8.7,82,361,585,58.0,44200,44990,38970,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,116,Discontinued,435,177,2233,6.6,120,477,543,77.0,49020,49990,46080,1200,All Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,117,Discontinued,520,165,2235,6.7,145,589,605,86.0,59785,57990,56140,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Volvo,137,Discontinued,420,188,2095,7.3,110,454,435,79.0,57190,53495,54305,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Smart,125,Available,460,209,2445,4.9,230,570,677,96.0,56900,59440,48800,1600,All Wheel,5,1,1,5.0,1,1,1,1
Nissan,136,Available,405,215,2259,5.7,80,391,415,87.0,57490,55690,45500,1500,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,306,Discontinued,450,186,2370,3.7,216,578,491,83.7,139906,146663,110200,0,All Wheel,5,1,0,5.0,0,1,1,1
XPENG,124,Available,375,160,2074,6.9,220,491,573,60.0,46600,54990,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Mitsubishi,342,Discontinued,85,171,1185,15.9,30,98,166,14.5,29393,30085,24054,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Hyundai,145,Discontinued,245,160,1610,9.9,37,223,361,39.2,34850,36795,30650,0,Front Wheel,5,1,0,5.0,0,1,1,1
Audi,179,Discontinued,425,209,2585,6.0,146,443,631,89.0,75900,71385,70715,1800,All Wheel,5,1,1,5.0,0,1,1,1
Hongqi,187,Available,455,246,2850,4.9,110,418,438,112.0,55400,84995,49825,1500,All Wheel,5,0,1,5.0,0,1,1,1
Porsche,218,Available,565,172,2325,3.7,267,738,491,97.0,126422,132631,96200,0,All Wheel,5,1,0,5.0,0,1,1,1
Dacia,120,Discontinued,160,156,1020,19.1,29,151,300,25.0,20490,17890,49825,0,Front Wheel,4,0,0,1.0,0,1,1,1
Mercedes,188,Discontinued,340,196,2175,6.2,100,350,495,66.5,58197,68266,56810,0,All Wheel,7,1,0,5.0,0,1,1,1
Audi,160,Discontinued,285,182,1990,9.0,90,324,520,52.0,45600,54990,49825,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
TOGG,116,Available,425,200,2208,4.8,115,450,441,85.0,49200,54990,49825,0,All Wheel,5,0,0,5.0,0,1,1,1
Polestar,133,Discontinued,345,177,2015,7.4,75,358,440,61.0,45500,45900,39900,1500,Front Wheel,5,1,1,5.0,0,1,1,1
DS,135,Available,300,169,1625,9.0,79,322,350,50.8,40540,39840,35495,0,Front Wheel,5,1,0,5.0,0,1,1,1
Volvo,164,Discontinued,385,205,2170,4.8,110,414,441,79.0,59590,54990,57805,1800,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,187,Available,570,168,2440,6.7,130,614,620,96.0,55400,98867,99845,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Audi,160,Available,500,190,2400,5.9,186,585,575,94.9,77100,79990,71475,2400,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,120,Discontinued,405,165,2020,6.4,100,454,448,67.0,48990,44950,44950,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Kia,148,Discontinued,305,177,1875,8.5,140,377,563,54.0,46990,43495,49825,750,Rear Wheel,5,1,1,5.0,1,1,1,1
Dacia,123,Discontinued,160,156,1012,19.1,29,151,300,25.0,20490,18750,49825,0,Front Wheel,4,0,0,1.0,0,1,1,1
Renault,122,Discontinued,255,161,1555,13.5,0,182,338,41.0,33200,32890,23770,0,Front Wheel,5,0,0,5.0,0,1,1,1
Polestar,142,Available,450,176,2180,4.2,110,501,448,79.0,63490,61700,58160,1500,All Wheel,5,1,1,5.0,0,1,1,1
Audi,365,Discontinued,400,209,2420,3.3,216,504,451,83.7,146050,155225,119000,0,All Wheel,4,1,0,5.0,0,1,1,1
Fiat,146,Available,235,159,1400,9.0,67,258,185,37.3,36990,31499,49825,0,Front Wheel,4,0,0,4.0,0,1,1,1
Fisker,132,Discontinued,490,217,2526,3.9,135,528,476,106.5,63590,63590,57900,1820,All Wheel,5,1,1,5.0,0,1,1,1
Ford,154,Discontinued,430,205,2257,5.8,86,401,619,88.0,63700,67640,58230,750,All Wheel,5,0,1,5.0,0,1,1,1
Skoda,126,Available,470,168,2239,5.4,135,534,570,79.0,60850,55490,53860,1800,All Wheel,5,1,1,5.0,1,1,1,1
Nissan,332,Discontinued,105,210,1614,14.0,36,112,2000,22.0,37602,38950,24407,1000,Front Wheel,7,0,0,3.0,1,1,1,1
Mercedes,178,Available,350,190,2110,6.0,100,359,340,66.5,56424,67691,54510,1800,All Wheel,5,1,1,5.0,0,1,1,1
Audi,142,Available,395,195,2235,6.6,120,437,520,77.0,54950,52990,52740,1200,All Wheel,5,1,1,5.0,1,1,1,1
Ford,148,Available,445,204,2245,4.6,115,447,619,91.0,65900,64400,58415,1500,All Wheel,5,0,1,5.0,0,1,1,1
Ford,175,Available,425,214,2343,3.8,115,433,619,91.0,77300,68400,67550,750,All Wheel,5,0,1,5.0,0,1,1,1
Citroen,107,Available,335,152,1652,9.1,79,362,510,50.8,34800,38165,30005,0,Front Wheel,5,1,0,4.0,1,1,1,1
Volvo,141,Available,345,194,2040,7.3,100,378,441,67.0,49990,42995,46260,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Lucid,169,Available,600,160,2337,3.6,160,698,910,96.0,99900,102900,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Fiat,148,Available,230,162,1405,9.0,67,251,185,37.3,37990,32999,26995,0,Front Wheel,4,0,0,4.0,0,1,1,1
Opel,135,Discontinued,255,182,1598,9.0,78,275,310,46.3,34110,34399,30540,0,Front Wheel,5,1,0,4.0,0,1,1,1
Audi,235,Available,540,180,2385,3.4,267,700,482,97.0,126000,129990,107825,0,All Wheel,4,1,0,5.0,0,1,1,1
Porsche,196,Discontinued,470,202,2420,4.1,186,553,624,94.9,90700,96700,76900,2000,All Wheel,5,1,1,5.0,0,1,1,1
Aiways,128,Discontinued,315,190,1795,7.5,78,313,496,60.0,39563,40950,49825,1000,Front Wheel,5,0,0,3.0,0,1,1,1
Polestar,194,Available,480,223,2654,4.7,150,516,516,107.0,92190,93550,81500,2200,All Wheel,5,1,1,5.0,1,1,1,1
Zeekr,144,Available,270,181,1930,5.9,80,299,383,49.0,38950,38990,49825,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Dacia,150,Discontinued,160,156,1035,13.7,29,149,300,25.0,24550,23400,49825,0,Front Wheel,4,0,0,1.0,0,1,1,1
Skoda,129,Discontinued,470,168,2239,5.4,135,534,570,79.0,60850,58990,53860,1200,All Wheel,5,1,1,5.0,1,1,1,1
Renault,148,Discontinued,145,161,1502,13.5,0,102,338,23.3,21500,20990,18945,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Volkswagen,235,Discontinued,100,160,1229,12.4,30,111,250,16.0,22975,25095,19615,0,Front Wheel,4,0,0,5.0,0,1,1,1
Porsche,367,Discontinued,415,202,2380,3.2,216,528,450,83.7,156348,162400,119900,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,219,Available,540,219,2730,6.8,160,559,645,118.0,110801,125425,49825,750,Rear Wheel,7,1,1,5.0,0,1,1,1
Audi,282,Available,525,185,2395,2.8,267,682,427,97.0,147500,151990,126425,0,All Wheel,4,1,0,5.0,0,1,1,1
Porsche,182,Available,470,202,2405,5.2,186,553,624,94.9,84600,89600,71900,2500,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,151,Discontinued,335,200,2045,7.4,116,358,450,67.0,48850,48495,47100,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Mercedes,241,Available,325,277,2561,12.1,96,299,990,90.0,72043,84773,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Citroen,190,Discontinued,205,226,1739,11.7,78,221,571,46.3,37790,41741,32315,750,Front Wheel,5,1,1,5.0,0,1,1,1
Lucid,321,Discontinued,685,172,2435,2.9,185,788,910,118.0,218000,222000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Fisker,134,Discontinued,525,203,2509,3.9,135,565,476,106.5,69950,71058,60880,1820,All Wheel,5,0,1,5.0,0,1,1,1
Subaru,118,Available,320,169,1815,8.4,85,353,404,54.0,55400,37900,49825,750,Front Wheel,5,1,1,5.0,0,1,1,1
Mercedes,235,Discontinued,455,211,2610,4.9,141,482,520,96.0,99841,116755,90505,1800,All Wheel,5,1,1,5.0,0,1,1,1
MG,98,Discontinued,340,169,1625,7.7,53,309,464,57.4,55400,54990,28995,0,Front Wheel,5,0,0,5.0,0,1,1,1
Audi,148,Available,340,174,2035,8.1,110,395,520,59.0,48150,46990,48110,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Kia,107,Discontinued,370,173,1757,7.9,64,343,315,64.0,42390,36495,34995,0,Front Wheel,5,1,1,5.0,0,1,1,1
Polestar,162,Discontinued,385,195,2188,4.4,108,409,440,75.0,61495,62700,54550,1500,All Wheel,5,1,1,5.0,0,1,1,1
Toyota,179,Available,230,217,1881,11.7,80,242,1050,50.0,40250,45225,33245,750,Front Wheel,7,1,1,5.0,0,1,1,1
Volvo,170,Discontinued,360,208,2185,4.7,108,379,450,75.0,57650,58995,58350,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,171,Discontinued,350,214,2188,4.9,108,368,450,75.0,56150,57495,57000,1800,All Wheel,5,1,1,5.0,0,1,1,1
Audi,128,Available,435,177,2145,6.7,120,485,535,77.0,54950,51990,52810,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Porsche,244,Available,510,190,2355,3.8,267,655,530,97.0,126400,132600,99200,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,453,Discontinued,120,292,2260,16.0,0,85,990,35.0,54395,54377,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Mercedes,249,Discontinued,310,290,2530,12.0,96,283,990,90.0,64248,79061,76368,0,Front Wheel,7,0,0,5.0,0,1,1,1
Zeekr,150,Available,480,196,2410,3.8,135,521,569,94.0,71950,71990,49825,2000,All Wheel,5,1,1,5.0,1,1,1,1
Skoda,124,Available,370,159,2003,8.1,110,429,570,59.0,46850,44990,49825,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Tesla,193,Discontinued,515,184,2307,2.8,110,546,894,95.0,96990,98005,89980,0,All Wheel,5,0,0,5.0,0,1,1,1
Voyah,128,Available,390,198,2302,4.9,110,427,527,77.3,55400,49990,49825,1700,All Wheel,5,1,1,5.0,1,1,1,1
Peugeot,178,Available,355,206,2406,6.5,90,374,348,73.0,62500,59515,58990,1000,All Wheel,7,1,1,4.0,1,1,1,1
Nissan,106,Available,260,154,1452,9.0,55,269,326,40.0,27990,29590,21495,500,Front Wheel,5,1,1,5.0,1,1,1,1
Genesis,170,Discontinued,440,188,2325,4.9,160,507,354,82.5,69200,54990,69805,1000,All Wheel,5,1,0,5.0,0,1,1,1
Citroen,109,Available,325,156,1646,9.1,79,353,380,50.8,34100,37465,30005,0,Front Wheel,5,1,0,4.0,1,1,1,1
Mitsubishi,310,Discontinued,85,171,1160,15.9,30,98,166,14.5,23790,27615,24054,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Audi,169,Discontinued,525,202,2585,5.6,144,543,590,106.0,89550,80990,83215,1800,All Wheel,5,1,1,5.0,0,1,1,1
Opel,141,Available,355,206,2290,6.1,90,374,485,73.0,51750,55999,37005,1350,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,135,Discontinued,400,193,2224,6.2,115,434,543,77.0,50415,54990,49025,1200,All Wheel,5,1,1,5.0,1,1,1,1
Ford,141,Discontinued,320,163,1914,9.0,85,357,572,52.0,44950,42250,42075,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Audi,244,Discontinued,295,219,2445,6.8,114,315,677,64.7,71350,65100,69100,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,137,Discontinued,500,172,2325,5.4,145,572,532,86.0,63155,70490,61980,1200,All Wheel,5,1,1,5.0,1,1,1,1
Lexus,157,Discontinued,355,180,2030,8.0,100,391,522,64.0,55590,54495,49995,750,Front Wheel,5,1,1,5.0,0,1,1,1
Zeekr,138,Available,350,186,2035,3.8,112,392,383,65.0,48450,48490,49825,1600,All Wheel,5,1,1,5.0,1,1,1,1
Opel,256,Discontinued,265,260,2131,13.3,79,252,510,69.0,69250,66198,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,168,Available,435,209,2343,3.8,115,441,619,91.0,78000,68400,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Renault,111,Discontinued,380,158,1699,10.5,87,410,440,60.0,47000,37490,49825,500,Front Wheel,5,1,1,5.0,0,1,1,1
Renault,183,Discontinued,220,205,1992,13.3,50,218,500,45.0,40250,54990,49825,1500,Front Wheel,7,1,1,5.0,0,1,1,1
Lancia,134,Available,305,167,1631,5.6,79,330,309,50.8,55400,40950,49825,0,Front Wheel,5,1,0,5.0,1,1,1,1
Peugeot,115,Available,340,163,1783,9.5,75,354,505,55.4,43435,38250,30695,0,Front Wheel,5,1,1,5.0,1,1,1,1
Polestar,179,Available,500,204,2565,4.7,200,590,508,102.0,55400,54990,77990,2200,All Wheel,5,1,1,5.0,1,1,1,1
Porsche,269,Discontinued,420,199,2320,4.1,216,531,530,83.7,114222,119700,91000,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,186,Discontinued,450,201,2440,7.6,141,485,520,90.6,83479,83480,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Porsche,496,Available,475,204,2295,2.2,267,610,451,97.0,240000,249900,189200,0,All Wheel,2,1,0,5.0,0,1,1,1
Alpine,120,Available,310,168,1554,7.4,75,326,326,52.0,38700,38800,29750,500,Front Wheel,5,1,1,4.0,1,1,1,1
Toyota,142,Available,305,177,1945,8.6,85,343,452,54.0,42990,39995,40675,750,Front Wheel,5,1,1,5.0,0,1,1,1
DS,122,Available,350,167,1867,7.1,80,372,390,58.3,45900,41090,35495,0,Front Wheel,5,1,0,5.0,1,1,1,1
Mercedes,200,Discontinued,505,179,2485,4.7,141,555,430,90.6,88215,113488,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,247,Discontinued,465,204,2480,3.3,186,550,564,94.9,114600,121000,95000,2000,All Wheel,5,1,1,5.0,0,1,1,1
Abarth,170,Available,280,181,1700,5.9,79,297,360,50.8,48990,49990,37995,0,Front Wheel,5,1,0,5.0,0,1,1,1
Volvo,180,Discontinued,485,206,2582,8.4,140,524,703,100.0,83700,83495,82660,1200,Rear Wheel,7,1,1,5.0,1,1,1,1
Alfa,156,Available,310,164,1635,6.0,79,330,400,50.8,48500,48000,42295,0,Front Wheel,5,0,0,5.0,0,1,1,1
Polestar,127,Discontinued,455,174,2183,4.5,110,509,448,79.0,56990,55200,52950,1500,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,320,Discontinued,540,200,2655,3.4,173,591,610,107.8,155009,176608,161860,750,All Wheel,5,0,1,5.0,0,1,1,1
Opel,198,Discontinued,205,226,1739,11.7,78,221,571,46.3,43050,39434,34085,750,Front Wheel,7,1,1,5.0,0,1,1,1
Smart,126,Available,370,201,2275,6.9,110,395,702,74.4,45900,48440,39800,1600,Rear Wheel,5,0,1,5.0,1,1,1,1
Volvo,151,Available,385,205,2170,4.8,110,414,441,79.0,59590,48995,57660,1800,All Wheel,5,1,1,5.0,0,1,1,1
Toyota,123,Available,270,177,1775,9.6,45,248,244,47.8,31990,32995,29995,750,Front Wheel,5,1,1,4.0,0,1,1,1
XPENG,155,Discontinued,455,182,2255,4.1,138,514,440,82.7,69600,71188,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Opel,165,Available,235,213,1811,11.3,80,246,775,50.0,38600,42764,30690,750,Front Wheel,5,1,1,5.0,0,1,1,1
Ford,103,Discontinued,450,176,2080,8.5,135,500,536,79.0,48500,43750,49825,1200,Rear Wheel,5,1,1,5.0,0,1,1,1
Voyah,114,Available,395,196,2174,6.8,110,434,527,77.3,55400,44990,49825,1700,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,128,Available,445,178,2233,5.4,135,500,549,79.0,58755,56990,47900,1800,All Wheel,5,1,1,5.0,1,1,1,1
Skoda,117,Available,460,167,2234,6.7,120,511,570,77.0,53750,54990,49825,1800,All Wheel,5,1,1,5.0,1,1,1,1
Citroen,328,Discontinued,85,171,1140,15.9,30,101,166,14.5,29393,29950,21216,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Mercedes,148,Discontinued,515,176,2475,6.3,141,570,430,90.6,74149,78791,49825,1700,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,163,Available,385,205,2170,4.6,110,414,441,79.0,62890,56495,59610,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,208,Available,425,207,2556,6.8,170,501,703,88.0,85990,84495,82660,1500,Rear Wheel,7,1,1,5.0,1,1,1,1
Peugeot,250,Discontinued,85,171,1140,15.9,30,101,166,14.5,21800,22360,16995,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Audi,213,Discontinued,365,237,2595,5.7,146,384,722,86.5,79445,71500,71500,1800,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,200,Discontinued,475,176,2205,5.4,216,605,491,83.7,94123,99544,79549,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Skoda,118,Discontinued,445,173,2119,8.7,125,473,575,77.0,54400,51990,44825,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,180,Discontinued,635,171,2515,6.1,173,702,620,108.4,109551,112720,105610,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Renault,124,Discontinued,340,176,1822,8.6,87,363,545,60.0,41400,42470,37495,1100,Front Wheel,5,1,1,5.0,0,1,1,1
Skywell,119,Available,385,210,2005,9.6,50,336,467,81.0,55400,54990,39995,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Suzuki,119,Available,270,177,1775,9.6,45,248,238,47.8,29990,31995,29999,750,Front Wheel,5,1,1,4.0,0,1,1,1
Smart,221,Discontinued,100,167,1085,11.5,0,71,260,16.7,21940,23995,17695,0,Rear Wheel,2,0,0,5.0,0,1,1,1
Volkswagen,128,Discontinued,430,179,2118,8.4,125,454,549,77.0,48970,55690,52185,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Porsche,496,Available,475,204,2365,2.3,267,610,410,97.0,240000,249900,189200,0,All Wheel,5,1,0,5.0,0,1,1,1
Volkswagen,154,Discontinued,285,182,1965,9.0,70,301,543,52.0,39955,45390,40275,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
SsangYong,137,Discontinued,290,193,1840,8.5,69,277,551,56.0,42490,39990,31995,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Audi,142,Available,410,188,2235,6.6,120,453,535,77.0,56950,54990,54240,1200,All Wheel,5,1,1,5.0,1,1,1,1
